"id","weight","height","gender"
1217,79,164,"Female"
1218,121,211,"Male"
1219,132,153,"Female"
1220,111,198,"Female"
1221,68,147,"Female"
1222,84,204,"Male"
1223,102,138,"Female"
1224,97,165,"Female"
1225,80,161,"Male"
1226,133,186,"Male"
1227,116,143,"Male"
1228,67,152,"Male"
1229,74,178,"Female"
1230,84,134,"Female"
1231,49,142,"Female"
1232,134,161,"Female"
1233,115,176,"Male"
1234,116,176,"Female"
1235,66,172,"Male"
1236,133,183,"Female"
1237,11,126,"Male"
1238,127,191,"Female"
1239,41,175,"Female"
1240,181,181,"Female"
1241,66,175,"Male"
1242,19,170,"Male"
1243,3,179,"Male"
1244,22,207,"Female"
1245,53,163,"Male"
1246,47,195,"Male"
1247,25,166,"Female"
1248,51,157,"Male"
1249,93,152,"Female"
1250,86,181,"Female"
1251,52,141,"Male"
1252,68,153,"Female"
1253,117,189,"Female"
1254,102,135,"Female"
1255,106,166,"Female"
1256,22,149,"Female"
1257,119,170,"Male"
1258,97,191,"Female"
1259,110,134,"Female"
1260,113,194,"Male"
1261,48,126,"Male"
1262,139,145,"Male"
1263,129,168,"Female"
1264,125,181,"Male"
1265,84,152,"Female"
1266,79,196,"Female"
1267,103,131,"Male"
1268,12,162,"Male"
1269,130,183,"Male"
1270,87,169,"Female"
1271,97,178,"Female"
1272,26,157,"Female"
1273,85,150,"Male"
1274,32,185,"Female"
1275,85,158,"Male"
1276,112,209,"Male"
1277,57,163,"Female"
1278,90,145,"Female"
1279,28,175,"Male"
1280,104,172,"Male"
1281,123,169,"Male"
1282,152,207,"Male"
1283,91,169,"Female"
1284,132,191,"Female"
1285,98,171,"Female"
1286,60,139,"Male"
1287,46,155,"Female"
1288,118,193,"Female"
1289,52,181,"Male"
1290,132,139,"Female"
1291,34,185,"Female"
1292,35,146,"Female"
1293,65,157,"Male"
1294,49,156,"Male"
1295,95,198,"Female"
1296,81,144,"Female"
1297,76,178,"Male"
1298,-11,159,"Female"
1299,70,186,"Male"
1300,56,162,"Male"
1301,101,181,"Male"
1302,74,176,"Male"
1303,89,124,"Male"
1304,119,188,"Female"
1305,80,176,"Female"
1306,140,141,"Female"
1307,79,149,"Male"
1308,-8,149,"Female"
1309,87,181,"Female"
1310,81,170,"Female"
1311,51,165,"Female"
1312,97,171,"Female"
1313,181,165,"Male"
1314,39,199,"Male"
1315,59,177,"Female"
1316,181,188,"Male"
1317,53,148,"Male"
1318,47,183,"Male"
1319,81,183,"Male"
1320,63,179,"Female"
1321,138,172,"Male"
1322,107,169,"Female"
1323,41,160,"Male"
1324,17,171,"Male"
1325,122,161,"Female"
1326,18,156,"Female"
1327,100,199,"Male"
1328,108,177,"Female"
1329,118,187,"Male"
1330,117,172,"Male"
1331,86,139,"Male"
1332,159,196,"Female"
1333,136,171,"Male"
1334,81,174,"Female"
1335,86,210,"Female"
1336,119,157,"Male"
1337,101,146,"Male"
1338,123,179,"Female"
1339,94,190,"Male"
1340,134,191,"Female"
1341,169,153,"Female"
1342,118,181,"Male"
1343,142,179,"Male"
1344,51,163,"Female"
1345,109,195,"Female"
1346,130,167,"Female"
1347,99,157,"Male"
1348,99,161,"Male"
1349,-13,185,"Male"
1350,146,140,"Female"
1351,75,169,"Female"
1352,131,152,"Male"
1353,101,164,"Female"
1354,52,142,"Female"
1355,47,176,"Male"
1356,98,173,"Female"
1357,95,178,"Female"
1358,46,171,"Female"
1359,19,195,"Male"
1360,90,167,"Female"
1361,100,180,"Female"
1362,-19,156,"Male"
1363,107,171,"Female"
1364,68,154,"Male"
1365,124,157,"Male"
1366,49,183,"Male"
1367,102,180,"Male"
1368,127,175,"Male"
1369,68,168,"Female"
1370,63,160,"Female"
1371,122,167,"Male"
1372,48,144,"Male"
1373,70,168,"Female"
1374,112,196,"Male"
1375,50,149,"Male"
1376,70,142,"Male"
1377,100,165,"Male"
1378,70,168,"Female"
1379,40,166,"Male"
1380,152,147,"Female"
1381,72,168,"Female"
1382,103,153,"Male"
1383,71,170,"Female"
1384,141,171,"Female"
1385,-7,180,"Male"
1386,103,123,"Male"
1387,108,161,"Female"
1388,106,167,"Male"
1389,131,160,"Female"
1390,60,168,"Male"
1391,131,180,"Male"
1392,32,138,"Male"
1393,202,183,"Male"
1394,119,174,"Male"
1395,109,128,"Male"
1396,77,163,"Male"
1397,152,166,"Male"
1398,132,148,"Female"
1399,58,188,"Male"
1400,98,158,"Male"
1401,140,178,"Female"
1402,125,173,"Male"
1403,164,167,"Female"
1404,107,149,"Male"
1405,59,166,"Male"
1406,70,152,"Male"
1407,95,195,"Female"
1408,64,182,"Male"
1409,73,146,"Female"
1410,107,181,"Male"
1411,37,206,"Male"
1412,82,155,"Female"
1413,99,165,"Female"
1414,162,189,"Male"
1415,115,198,"Male"
1416,172,163,"Male"
1417,28,170,"Female"
1418,80,191,"Female"
1419,51,165,"Male"
1420,102,151,"Female"
1421,102,151,"Male"
1422,90,166,"Female"
1423,108,176,"Female"
1424,112,174,"Female"
1425,64,193,"Male"
1426,30,138,"Male"
1427,73,148,"Male"
1428,82,150,"Male"
1429,36,179,"Male"
1430,63,160,"Female"
1431,44,189,"Female"
1432,89,178,"Female"
1433,110,156,"Male"
1434,114,134,"Female"
1435,60,157,"Female"
1436,35,152,"Male"
1437,99,184,"Male"
1438,106,160,"Male"
1439,126,180,"Female"
1440,107,162,"Male"
1441,88,162,"Male"
1442,110,206,"Female"
1443,70,173,"Male"
1444,23,156,"Female"
1445,147,173,"Male"
1446,112,181,"Male"
1447,15,174,"Male"
1448,42,168,"Male"
1449,140,148,"Male"
1450,91,163,"Male"
1451,101,206,"Male"
1452,40,176,"Male"
1453,38,132,"Male"
1454,6,144,"Female"
1455,95,177,"Male"
1456,152,193,"Female"
1457,121,181,"Female"
1458,53,172,"Male"
1459,33,174,"Female"
1460,87,143,"Female"
1461,67,159,"Male"
1462,88,144,"Female"
1463,38,168,"Female"
1464,208,146,"Female"
1465,37,196,"Male"
1466,66,205,"Male"
1467,143,161,"Male"
1468,39,127,"Female"
1469,151,140,"Female"
1470,111,192,"Female"
1471,160,169,"Female"
1472,-11,148,"Female"
1473,98,218,"Female"
1474,56,153,"Male"
1475,75,143,"Male"
1476,39,215,"Male"
1477,101,181,"Male"
1478,114,182,"Male"
1479,82,180,"Male"
1480,128,158,"Male"
1481,105,186,"Male"
1482,-3,169,"Female"
1483,16,149,"Female"
1484,98,154,"Female"
1485,152,202,"Female"
1486,100,175,"Male"
1487,110,172,"Female"
1488,15,135,"Male"
1489,184,178,"Female"
1490,131,145,"Female"
1491,155,181,"Male"
1492,53,199,"Male"
1493,143,154,"Female"
1494,78,149,"Female"
1495,82,165,"Female"
1496,170,135,"Female"
1497,112,190,"Male"
1498,211,162,"Male"
1499,139,202,"Female"
1500,67,168,"Female"
1501,64,154,"Female"
1502,92,177,"Female"
1503,43,154,"Female"
1504,69,171,"Male"
1505,132,163,"Female"
1506,129,106,"Male"
1507,102,163,"Male"
1508,88,150,"Female"
1509,78,187,"Female"
1510,110,148,"Male"
1511,83,180,"Female"
1512,54,162,"Female"
1513,114,143,"Female"
1514,111,141,"Male"
1515,210,183,"Male"
1516,107,164,"Female"
1517,88,158,"Male"
1518,117,135,"Female"
1519,116,165,"Male"
1520,73,170,"Female"
1521,37,142,"Female"
1522,82,159,"Male"
1523,106,170,"Male"
1524,57,167,"Female"
1525,96,180,"Male"
1526,74,143,"Male"
1527,160,201,"Male"
1528,172,139,"Female"
1529,87,181,"Female"
1530,192,132,"Female"
1531,78,183,"Male"
1532,160,211,"Male"
1533,89,158,"Female"
1534,90,199,"Male"
1535,174,158,"Male"
1536,88,178,"Male"
1537,24,149,"Female"
1538,95,133,"Female"
1539,100,176,"Male"
1540,155,149,"Female"
1541,139,203,"Female"
1542,134,144,"Male"
1543,93,151,"Female"
1544,61,164,"Male"
1545,114,171,"Female"
1546,68,173,"Female"
1547,112,180,"Male"
1548,71,176,"Male"
1549,171,155,"Male"
1550,54,175,"Female"
1551,106,143,"Male"
1552,77,135,"Female"
1553,134,196,"Male"
1554,-3,192,"Female"
1555,123,166,"Male"
1556,63,202,"Female"
1557,65,188,"Male"
1558,99,159,"Female"
1559,40,156,"Male"
1560,79,169,"Female"
1561,99,171,"Male"
1562,70,177,"Male"
1563,46,164,"Male"
1564,-1,152,"Male"
1565,45,193,"Male"
1566,46,183,"Female"
1567,128,143,"Male"
1568,67,169,"Female"
1569,55,150,"Male"
1570,76,150,"Female"
1571,50,160,"Male"
1572,122,159,"Female"
1573,150,190,"Male"
1574,92,180,"Female"
1575,19,181,"Male"
1576,65,175,"Male"
1577,68,202,"Female"
1578,34,137,"Male"
1579,118,175,"Female"
1580,105,151,"Female"
1581,43,158,"Female"
1582,126,177,"Female"
1583,81,204,"Female"
1584,134,179,"Female"
1585,87,180,"Male"
1586,51,137,"Female"
1587,62,170,"Female"
1588,61,179,"Male"
1589,62,175,"Female"
1590,196,164,"Female"
1591,109,186,"Male"
1592,116,186,"Female"
1593,109,158,"Female"
1594,48,144,"Male"
1595,88,147,"Male"
1596,132,171,"Male"
1597,118,184,"Female"
1598,104,180,"Male"
1599,88,161,"Female"
1600,97,163,"Male"
1601,73,147,"Male"
1602,98,165,"Female"
1603,71,133,"Female"
1604,130,190,"Female"
1605,84,173,"Male"
1606,101,144,"Male"
1607,64,182,"Female"
1608,59,164,"Male"
1609,27,180,"Male"
1610,132,169,"Female"
1611,26,151,"Female"
1612,89,140,"Male"
1613,104,154,"Male"
1614,-3,151,"Female"
1615,2,162,"Male"
1616,121,179,"Male"
1617,111,160,"Male"
1618,81,168,"Female"
1619,71,130,"Male"
1620,77,156,"Male"
1621,80,156,"Male"
1622,49,177,"Female"
1623,67,166,"Male"
1624,77,166,"Female"
1625,72,186,"Female"
1626,61,147,"Male"
1627,45,174,"Female"
1628,-28,147,"Male"
1629,129,184,"Male"
1630,81,182,"Male"
1631,0,139,"Male"
1632,89,164,"Male"
1633,53,159,"Male"
1634,71,157,"Female"
1635,45,176,"Female"
1636,25,153,"Female"
1637,73,178,"Male"
1638,116,141,"Female"
1639,134,169,"Female"
1640,70,165,"Female"
1641,99,180,"Male"
1642,31,161,"Female"
1643,93,151,"Male"
1644,91,178,"Male"
1645,93,169,"Male"
1646,74,164,"Female"
1647,75,206,"Male"
1648,144,160,"Female"
1649,94,177,"Male"
1650,167,204,"Female"
1651,93,143,"Female"
1652,123,159,"Female"
1653,51,192,"Male"
1654,93,167,"Male"
1655,1,165,"Female"
1656,110,162,"Male"
1657,16,153,"Female"
1658,85,184,"Female"
1659,79,160,"Male"
1660,74,108,"Male"
1661,50,181,"Male"
1662,99,154,"Male"
1663,114,177,"Male"
1664,111,158,"Female"
1665,122,154,"Male"
1666,84,161,"Female"
1667,148,202,"Female"
1668,32,143,"Female"
1669,11,172,"Male"
1670,25,148,"Male"
1671,123,183,"Male"
1672,60,134,"Female"
1673,127,148,"Female"
1674,111,141,"Female"
1675,83,155,"Male"
1676,-2,160,"Female"
1677,116,201,"Male"
1678,-6,159,"Male"
1679,159,140,"Female"
1680,65,185,"Male"
1681,93,189,"Male"
1682,95,133,"Female"
1683,23,193,"Male"
1684,129,174,"Male"
1685,73,156,"Male"
1686,39,165,"Female"
1687,134,137,"Male"
1688,95,146,"Male"
1689,87,162,"Male"
1690,71,155,"Male"
1691,79,172,"Female"
1692,62,178,"Male"
1693,23,161,"Female"
1694,22,136,"Male"
1695,111,168,"Female"
1696,49,201,"Female"
1697,158,158,"Female"
1698,132,177,"Male"
1699,101,194,"Female"
1700,8,148,"Male"
1701,186,171,"Female"
1702,65,163,"Male"
1703,141,186,"Female"
1704,103,145,"Female"
1705,26,179,"Male"
1706,146,153,"Male"
1707,110,201,"Female"
1708,114,144,"Male"
1709,117,167,"Male"
1710,107,165,"Male"
1711,13,177,"Female"
1712,59,208,"Male"
1713,114,204,"Male"
1714,43,182,"Male"
1715,83,172,"Female"
1716,95,141,"Male"
1717,106,183,"Female"
1718,46,182,"Female"
1719,10,209,"Female"
1720,99,186,"Male"
1721,6,159,"Female"
1722,117,146,"Male"
1723,154,196,"Female"
1724,49,191,"Male"
1725,123,148,"Female"
1726,139,169,"Male"
1727,81,158,"Female"
1728,64,160,"Female"
1729,46,174,"Male"
1730,68,159,"Male"
1731,101,191,"Female"
1732,105,194,"Male"
1733,125,136,"Male"
1734,143,166,"Male"
1735,72,134,"Male"
1736,74,158,"Male"
1737,172,170,"Female"
1738,68,205,"Female"
1739,31,195,"Female"
1740,72,217,"Male"
1741,146,176,"Male"
1742,138,185,"Female"
1743,43,157,"Female"
1744,122,165,"Male"
1745,46,168,"Female"
1746,126,153,"Female"
1747,87,198,"Female"
1748,60,153,"Male"
1749,118,156,"Female"
1750,49,194,"Female"
1751,76,199,"Female"
1752,142,173,"Male"
1753,150,150,"Female"
1754,123,155,"Female"
1755,133,214,"Male"
1756,32,197,"Female"
1757,100,178,"Male"
1758,44,160,"Female"
1759,91,161,"Female"
1760,157,151,"Male"
1761,157,169,"Male"
1762,114,125,"Male"
1763,62,168,"Female"
1764,145,152,"Female"
1765,103,170,"Female"
1766,78,150,"Male"
1767,36,154,"Female"
1768,64,175,"Female"
1769,112,182,"Male"
1770,56,152,"Male"
1771,171,206,"Male"
1772,-5,147,"Female"
1773,190,148,"Male"
1774,90,187,"Male"
1775,53,190,"Male"
1776,64,145,"Male"
1777,91,167,"Male"
1778,115,196,"Male"
1779,71,141,"Male"
1780,67,197,"Male"
1781,156,158,"Male"
1782,57,152,"Female"
1783,113,192,"Male"
1784,84,144,"Male"
1785,148,138,"Female"
1786,106,150,"Female"
1787,84,199,"Female"
1788,67,178,"Female"
1789,44,206,"Male"
1790,8,159,"Female"
1791,101,214,"Male"
1792,97,166,"Female"
1793,128,130,"Female"
1794,104,163,"Male"
1795,168,192,"Female"
1796,179,175,"Female"
1797,89,152,"Female"
1798,154,132,"Male"
1799,130,159,"Male"
1800,176,180,"Male"
1801,142,180,"Male"
1802,55,160,"Male"
1803,56,166,"Male"
1804,85,181,"Male"
1805,46,155,"Female"
1806,49,115,"Male"
1807,96,168,"Female"
1808,-14,175,"Female"
1809,106,168,"Female"
1810,66,174,"Female"
1811,46,184,"Female"
1812,76,173,"Male"
1813,36,162,"Male"
1814,19,165,"Female"
1815,93,146,"Male"
1816,69,123,"Female"
1817,162,143,"Male"
1818,114,180,"Female"
1819,82,191,"Male"
1820,61,164,"Female"
1821,59,155,"Female"
1822,72,141,"Male"
1823,93,163,"Male"
1824,53,157,"Male"
1825,125,122,"Male"
1826,122,191,"Female"
1827,85,107,"Male"
1828,49,181,"Male"
1829,51,117,"Male"
1830,112,156,"Female"
1831,112,198,"Female"
1832,126,154,"Male"
1833,48,188,"Male"
1834,57,163,"Female"
1835,62,209,"Male"
1836,90,176,"Male"
1837,52,185,"Male"
1838,177,166,"Female"
1839,48,183,"Female"
1840,122,148,"Female"
1841,58,198,"Female"
1842,78,161,"Female"
1843,65,163,"Male"
1844,55,164,"Female"
1845,99,171,"Male"
1846,138,177,"Male"
1847,148,166,"Female"
1848,98,165,"Male"
1849,80,177,"Female"
1850,76,156,"Male"
1851,88,161,"Female"
1852,53,174,"Male"
1853,79,148,"Male"
1854,46,179,"Male"
1855,94,197,"Male"
1856,104,163,"Female"
1857,75,144,"Male"
1858,107,122,"Female"
1859,96,163,"Female"
1860,143,192,"Female"
1861,88,193,"Female"
1862,52,174,"Male"
1863,125,175,"Female"
1864,64,146,"Male"
1865,87,147,"Female"
1866,113,201,"Male"
1867,173,179,"Female"
1868,116,185,"Male"
1869,64,203,"Female"
1870,12,173,"Male"
1871,134,173,"Female"
1872,127,142,"Female"
1873,77,188,"Male"
1874,64,165,"Male"
1875,97,166,"Female"
1876,79,157,"Male"
1877,91,175,"Male"
1878,101,190,"Female"
1879,115,173,"Female"
1880,130,153,"Female"
1881,84,150,"Male"
1882,93,137,"Male"
1883,76,171,"Female"
1884,147,187,"Female"
1885,17,172,"Female"
1886,100,147,"Female"
1887,28,151,"Male"
1888,87,170,"Female"
1889,68,177,"Male"
1890,87,106,"Female"
1891,91,135,"Male"
1892,82,125,"Female"
1893,99,163,"Female"
1894,98,159,"Male"
1895,67,160,"Female"
1896,206,127,"Female"
1897,57,188,"Female"
1898,82,182,"Male"
1899,172,181,"Female"
1900,103,193,"Female"
1901,48,201,"Male"
1902,91,148,"Female"
1903,56,207,"Male"
1904,148,178,"Male"
1905,165,194,"Female"
1906,94,187,"Female"
1907,95,208,"Female"
1908,58,184,"Female"
1909,76,142,"Female"
1910,134,119,"Male"
1911,62,160,"Female"
1912,82,172,"Male"
1913,90,132,"Female"
1914,107,169,"Male"
1915,103,162,"Female"
1916,60,136,"Female"
1917,10,186,"Male"
1918,103,178,"Female"
1919,89,137,"Male"
1920,92,166,"Female"
1921,55,188,"Male"
1922,123,182,"Female"
1923,74,173,"Female"
1924,69,126,"Male"
1925,130,175,"Male"
1926,177,181,"Female"
1927,93,202,"Male"
1928,49,178,"Female"
1929,28,181,"Male"
1930,117,146,"Female"
1931,93,208,"Female"
1932,75,149,"Female"
1933,108,151,"Male"
1934,27,137,"Male"
1935,91,179,"Male"
1936,61,151,"Female"
1937,83,171,"Female"
1938,139,178,"Female"
1939,146,150,"Male"
1940,88,159,"Male"
1941,155,172,"Female"
1942,103,173,"Male"
1943,55,201,"Male"
1944,88,156,"Male"
1945,68,174,"Male"
1946,34,173,"Male"
1947,138,135,"Male"
1948,128,188,"Female"
1949,107,163,"Female"
1950,29,170,"Female"
1951,96,170,"Male"
1952,175,186,"Female"
1953,121,178,"Male"
1954,147,174,"Male"
1955,112,183,"Female"
1956,75,158,"Male"
1957,166,215,"Male"
1958,65,145,"Female"
1959,22,174,"Male"
1960,74,182,"Male"
1961,107,137,"Male"
1962,90,185,"Female"
1963,110,194,"Female"
1964,85,199,"Female"
1965,107,184,"Female"
1966,151,204,"Male"
1967,112,205,"Male"
1968,113,169,"Male"
1969,124,161,"Female"
1970,104,173,"Male"
1971,102,187,"Male"
1972,57,203,"Female"
1973,117,176,"Male"
1974,181,149,"Male"
1975,136,149,"Male"
1976,33,170,"Female"
1977,165,157,"Male"
1978,85,146,"Female"
1979,91,161,"Male"
1980,76,134,"Female"
1981,128,130,"Female"
1982,120,172,"Female"
1983,58,179,"Female"
1984,81,151,"Female"
1985,85,175,"Female"
1986,148,190,"Female"
1987,85,167,"Male"
1988,115,186,"Female"
1989,50,153,"Male"
1990,83,203,"Female"
1991,96,179,"Female"
1992,72,151,"Male"
1993,128,158,"Female"
1994,88,137,"Male"
1995,97,170,"Male"
1996,87,167,"Female"
1997,115,179,"Female"
1998,146,188,"Male"
1999,124,173,"Female"
